48961,55317,16799,64,Usuario
80942,73010,10514,23,Usuario
15796,16193,16305,18,Usuario
97608,50456,14470,17,Usuario
10846,83156,12485,42,Usuario
42815,24398,4408,24,Usuario
89719,77499,10112,81,Usuario
29646,18666,9587,17,Usuario
93859,58082,2633,53,Usuario
87065,64580,5782,1,SO
81740,46485,6389,86,Usuario
28437,84626,13844,81,Usuario
53843,46017,5087,87,Usuario
39576,57418,3320,11,SO
77397,26126,18988,87,Usuario
39520,52777,17304,84,Usuario
34045,93976,2806,76,Usuario
61151,39305,3603,17,Usuario
29350,91643,19159,59,Usuario
72551,51391,2771,93,Usuario
6564,91737,3837,42,Usuario
81251,59252,13653,8,SO
56355,61439,19035,46,Usuario
22931,59641,9288,37,Usuario
91463,4541,19194,43,Usuario
39815,5776,13679,12,SO
70653,76486,18696,39,Usuario
16905,28300,11265,84,Usuario
16780,80277,4303,10,SO
91144,12169,6981,87,Usuario
36346,83860,8153,68,Usuario
12214,31011,7195,42,Usuario
48776,55499,2602,83,Usuario
63426,69253,15958,47,Usuario
17429,55600,2969,51,Usuario
11998,58417,18805,20,Usuario
29710,51173,13747,53,Usuario
63904,17762,11208,33,Usuario
31118,14487,6118,39,Usuario
77225,9537,18005,99,Usuario
66108,54142,4738,29,Usuario
61242,92814,3415,5,SO
88741,17443,15821,22,Usuario
65942,5041,4743,91,Usuario
88529,23719,10736,63,Usuario
74500,46565,2144,63,Usuario
60443,69954,15423,47,Usuario
63655,24281,5603,27,Usuario
8397,22765,8523,66,Usuario
32064,55771,17950,46,Usuario
76080,58099,17892,13,SO
50134,46132,3316,22,Usuario
48872,12299,5158,61,Usuario
30907,72977,17643,43,Usuario
9602,8857,13483,44,Usuario
29533,56724,16879,61,Usuario
72255,67455,4285,46,Usuario
91304,71982,16452,48,Usuario
82496,39111,3685,49,Usuario
60783,97193,11620,83,Usuario
60587,3207,9108,94,Usuario
25929,10693,7380,55,Usuario
57967,15737,10390,37,Usuario
91061,91416,2949,21,Usuario
89399,62834,17267,62,Usuario
44835,36874,15506,87,Usuario
74808,8391,10598,57,Usuario
41573,34369,8025,85,Usuario
26125,17117,19396,42,Usuario
78221,82942,19217,51,Usuario
76317,48249,5277,72,Usuario
76051,3192,3496,81,Usuario
12863,25784,7546,63,Usuario
92487,85807,9102,85,Usuario
12339,51283,6867,55,Usuario
3879,31761,4973,2,SO
16107,27768,3775,55,Usuario
92912,42561,16640,52,Usuario
67406,86998,10470,58,Usuario
94240,81654,7199,75,Usuario
80483,10453,11239,25,Usuario
47243,95007,9672,81,Usuario
7331,24976,13795,78,Usuario
73397,4726,14115,15,SO
17350,73621,11563,98,Usuario
60709,47676,16791,23,Usuario
64326,22946,3657,36,Usuario
52183,25502,11562,67,Usuario
42437,32895,18741,61,Usuario
11324,99429,19582,59,Usuario
58391,62168,3272,80,Usuario
92851,42800,14540,17,Usuario
31503,68533,8694,54,Usuario
64760,39815,2235,55,Usuario
81986,82259,15507,41,Usuario
74581,75992,11348,8,SO
91812,14769,16332,47,Usuario
55888,83364,17456,97,Usuario
5374,51589,7425,72,Usuario
83502,36544,16691,18,Usuario
30539,43060,16227,64,Usuario
80374,2911,9031,55,Usuario
18583,69448,16670,9,SO
99833,5862,6177,29,Usuario
53758,12728,5280,40,Usuario
27698,17281,9729,81,Usuario
99868,31517,10739,64,Usuario
38137,23454,18821,75,Usuario
4652,81433,10799,37,Usuario
11989,34579,19042,45,Usuario
11567,10412,14451,4,SO
31701,76167,15280,21,Usuario
87589,71667,4123,91,Usuario
35084,3190,19020,55,Usuario
38950,85951,3348,49,Usuario
17090,15630,6166,31,Usuario
92737,48323,12259,94,Usuario
81322,52157,9039,75,Usuario
57610,90623,3414,99,Usuario
88074,43617,15028,34,Usuario
79596,75409,12734,36,Usuario
60421,76143,7503,87,Usuario
44353,72307,7289,38,Usuario
52365,8173,17691,73,Usuario
83566,59699,17267,80,Usuario
24345,31175,8485,32,Usuario
84441,81986,12888,4,SO
36978,44429,18441,87,Usuario
88225,62467,14192,68,Usuario
97366,13550,5820,86,Usuario
34424,26666,16681,15,SO
33184,21390,5332,66,Usuario
40723,7932,17326,20,Usuario
85731,83347,10164,96,Usuario
7954,79186,19941,59,Usuario
3624,3183,19314,51,Usuario
98005,60806,14988,54,Usuario
31307,25534,18169,69,Usuario
57777,14992,16928,90,Usuario
93428,47151,4161,55,Usuario
50470,64561,10652,72,Usuario
55895,98155,14143,3,SO
59930,22972,15625,92,Usuario
59142,11629,17232,67,Usuario
51645,81652,14384,2,SO
69503,4410,19892,93,Usuario
29188,88431,15810,39,Usuario
82938,80531,3082,42,Usuario
75320,95675,18014,11,SO
9174,80351,2867,38,Usuario
77713,36538,16883,27,Usuario
14688,73431,9912,62,Usuario
27030,29275,10152,25,Usuario
7440,4552,16870,97,Usuario
97423,52724,7174,85,Usuario
71406,67326,6341,88,Usuario
96152,10651,10931,58,Usuario
68652,68766,11884,94,Usuario
5316,24668,15567,41,Usuario
74060,3819,8453,4,SO
44564,11645,7958,29,Usuario
19117,48853,6224,84,Usuario
2306,91073,9833,41,Usuario
78025,34183,6757,2,SO
26263,12652,18998,49,Usuario
39853,17662,12203,51,Usuario
3308,27127,11065,98,Usuario
39346,15605,13999,38,Usuario
89189,15233,11617,20,Usuario
34205,37137,3879,71,Usuario
62096,91169,18210,18,Usuario
97421,14421,5010,25,Usuario
75123,85823,12475,95,Usuario
8808,15112,15805,63,Usuario
55827,91514,17201,63,Usuario
9281,56072,3678,57,Usuario
27475,54276,4836,55,Usuario
22615,61924,19583,68,Usuario
93994,7141,19174,34,Usuario
81427,46320,16049,22,Usuario
92269,20839,19754,71,Usuario
48518,98757,17947,23,Usuario
26399,55752,19638,56,Usuario
58769,34754,16744,8,SO
57977,25350,16781,77,Usuario
46426,51342,6109,37,Usuario
98893,79890,7856,37,Usuario
19071,12729,8530,58,Usuario
7264,41526,18513,20,Usuario
12679,31015,14161,71,Usuario
38551,62832,16241,74,Usuario
24745,74097,4426,24,Usuario
21045,18821,2378,33,Usuario
7673,88767,13515,64,Usuario
31420,98574,19922,24,Usuario
88611,19449,15345,9,SO
59353,48856,7197,7,SO
85491,97777,12503,23,Usuario
15149,14288,10606,65,Usuario
55322,74143,7877,2,SO
11613,55903,19279,4,SO
20134,3750,13408,55,Usuario
86336,50433,3600,87,Usuario
14964,67215,4601,98,Usuario
26064,74932,8915,92,Usuario
48783,75232,7323,71,Usuario
22947,51614,17800,99,Usuario
33807,47979,18234,19,Usuario
52785,88147,8066,57,Usuario
63129,63384,12465,96,Usuario
4006,27372,15673,25,Usuario
12984,52388,15194,74,Usuario
32325,23378,19427,84,Usuario
50010,27389,6414,65,Usuario
42513,85929,3150,45,Usuario
43090,19163,5733,5,SO
40491,58964,8680,62,Usuario
52022,60895,7973,39,Usuario
30093,53116,8110,75,Usuario
24787,61528,4918,86,Usuario
78862,31818,2455,48,Usuario
36589,72191,10879,7,SO
23975,16680,2535,3,SO
86656,67930,8233,3,SO
33858,27988,3729,14,SO
43419,92316,14511,97,Usuario
83064,91303,5428,77,Usuario
85236,17303,3648,26,Usuario
41048,10993,13318,7,SO
45876,18255,8727,70,Usuario
54039,74402,8502,91,Usuario
17861,5456,11618,57,Usuario
53056,14088,15601,18,Usuario
50065,4404,15086,26,Usuario
62914,46899,7241,64,Usuario
84090,52093,14033,57,Usuario
76783,62583,11129,85,Usuario
32740,56535,13916,89,Usuario
40017,69811,5113,76,Usuario
63111,86016,19747,98,Usuario
71009,65761,19840,55,Usuario
59004,99323,6908,64,Usuario
53848,93941,7883,87,Usuario
19805,94970,2056,34,Usuario
80031,29798,6892,47,Usuario
13200,82716,14681,86,Usuario
5180,45261,16292,73,Usuario
9738,48491,11027,4,SO
38562,25381,13791,5,SO
25282,46526,4378,67,Usuario
21962,20203,12864,80,Usuario
56479,26240,8197,17,Usuario
18495,35733,3556,84,Usuario
38489,27145,16843,6,SO
99728,34745,14405,53,Usuario
20778,26253,13771,71,Usuario
77844,51130,9232,14,SO
13644,48755,14768,26,Usuario
72179,65547,19664,75,Usuario
66845,61437,15885,14,SO
28733,71507,17532,89,Usuario
2849,72442,4353,54,Usuario
30769,21927,2784,24,Usuario
86885,49749,2616,63,Usuario
92558,70570,13924,3,SO
99457,93550,11873,35,Usuario
73813,98049,17447,13,SO
50780,77119,3891,98,Usuario
40142,15974,11522,54,Usuario
18747,82378,12451,67,Usuario
13441,89617,2570,26,Usuario
51928,34332,17158,15,SO
82460,3011,5070,27,Usuario
36117,37769,19498,61,Usuario
20968,66083,16031,13,SO
63941,94555,16054,73,Usuario
93994,15704,11369,83,Usuario
28740,14200,18135,65,Usuario
31676,43777,15303,33,Usuario
91107,52167,13380,7,SO
94689,54977,16080,76,Usuario
19790,18492,11413,34,Usuario
45056,62520,11908,21,Usuario
22417,96249,4333,34,Usuario
23498,51740,9293,18,Usuario
17937,84805,19942,55,Usuario
73853,27051,3479,73,Usuario
11150,39357,9265,4,SO
57216,30343,8501,10,SO
46184,81747,18993,48,Usuario
94671,85168,10187,70,Usuario
98848,40073,11784,16,Usuario
76895,62935,12532,89,Usuario
21108,15366,5278,70,Usuario
89272,51499,18900,77,Usuario
52462,20650,17792,64,Usuario
98006,95676,16302,13,SO
23021,77107,15277,21,Usuario
35717,6440,8296,54,Usuario
77401,42668,2751,7,SO
55498,61050,12705,84,Usuario
47670,99333,8323,16,Usuario
58057,66790,15658,39,Usuario
54206,99340,8994,45,Usuario
84927,3536,3250,26,Usuario
33185,39016,19274,76,Usuario
3493,51851,3373,91,Usuario
34788,72611,11700,71,Usuario
11091,52179,16644,40,Usuario
6493,68874,2052,66,Usuario
6461,25098,19063,75,Usuario
17586,33554,13030,20,Usuario
24131,19916,16997,8,SO
22282,76753,4473,24,Usuario
95740,34832,17529,86,Usuario
68980,88653,2856,86,Usuario
18108,4747,18752,50,Usuario
70528,14194,3432,45,Usuario
46564,51821,16096,93,Usuario
67936,80844,5705,88,Usuario
56484,4157,19726,25,Usuario
26135,95614,17693,29,Usuario
45131,56169,10535,27,Usuario
15562,50733,13157,59,Usuario
41471,97289,16955,93,Usuario
59324,81821,14200,88,Usuario
68735,73546,19405,15,SO
29613,97424,6595,17,Usuario
13270,71254,8838,32,Usuario
40888,97774,6538,88,Usuario
54201,33705,13551,75,Usuario
74940,40781,11648,32,Usuario
76217,34290,3242,1,SO
10339,37281,14344,1,SO
62283,23344,4580,36,Usuario
62825,53709,13736,22,Usuario
27293,19640,9198,42,Usuario
4171,49755,16415,7,SO
66839,96564,11065,69,Usuario
62709,48988,5612,18,Usuario
25656,82206,5004,34,Usuario
90503,29896,4025,72,Usuario
41532,58729,16817,37,Usuario
87604,55384,6006,1,SO
84394,46047,10090,12,SO
55412,70177,2547,2,SO
45773,95315,19926,63,Usuario
34639,24693,18577,28,Usuario
43025,24414,17892,90,Usuario
28409,41000,15613,48,Usuario
39924,51443,13705,67,Usuario
68844,47717,3914,14,SO
40090,45325,10152,89,Usuario
41388,26294,12241,12,SO
68666,61842,7800,37,Usuario
44219,98507,14347,3,SO
46674,6200,8903,12,SO
39576,46562,2323,2,SO
76024,6958,10405,5,SO
47276,33472,4359,71,Usuario
16469,6188,15591,54,Usuario
66413,57014,16275,34,Usuario
48616,30402,14399,73,Usuario
64919,82581,8560,51,Usuario
62655,99592,18568,30,Usuario
16349,40742,5336,86,Usuario
59901,72972,19200,37,Usuario
26964,11319,6134,65,Usuario
3784,21297,13734,76,Usuario
54315,76818,7073,80,Usuario
71812,66143,18765,73,Usuario
34982,80602,6242,22,Usuario
15705,88449,4953,80,Usuario
35738,61014,17648,78,Usuario
92148,37725,4051,41,Usuario
67679,88124,15766,34,Usuario
51640,13111,9504,69,Usuario
30078,55723,15736,21,Usuario
47891,90243,2061,75,Usuario
18809,54634,16123,10,SO
86806,48853,6301,10,SO
81039,7936,7205,36,Usuario
24702,69009,18510,25,Usuario
86478,22785,9489,47,Usuario
39459,23185,18156,61,Usuario
25466,6778,2564,48,Usuario
63048,66546,2387,79,Usuario
68986,11766,16860,99,Usuario
66574,26978,7335,41,Usuario
86311,16176,16749,19,Usuario
75563,98706,7274,56,Usuario
67694,96404,17540,58,Usuario
12373,18613,12656,12,SO
84005,92515,8828,74,Usuario
44905,86967,14694,77,Usuario
84798,74233,13731,57,Usuario
64601,69136,6225,77,Usuario
15511,51223,19727,94,Usuario
2937,78132,16135,60,Usuario
45064,21849,5111,74,Usuario
74548,66687,3131,37,Usuario
73520,61071,8171,87,Usuario
94556,64299,13785,11,SO
7819,49643,4814,12,SO
54751,6454,17634,47,Usuario
48375,14987,8069,18,Usuario
59417,91934,7378,85,Usuario
4550,47141,11516,10,SO
6941,48284,5648,60,Usuario
56417,88637,3709,67,Usuario
41094,15314,3651,94,Usuario
90142,64437,10349,4,SO
21705,65408,5524,9,SO
42898,63393,12105,22,Usuario
49494,35903,19477,16,Usuario
10798,70888,2188,5,SO
91745,52888,16867,36,Usuario
51189,38988,8140,19,Usuario
77149,43399,12278,74,Usuario
74997,54809,16260,68,Usuario
61268,34877,11796,49,Usuario
20208,89934,19635,67,Usuario
46914,37278,15870,69,Usuario
69363,98257,14864,71,Usuario
38433,42607,4954,72,Usuario
42922,50730,8496,16,Usuario
53817,31456,5765,11,SO
45480,6836,13928,11,SO
92416,14823,16581,53,Usuario
45243,8893,4341,92,Usuario
5521,72833,10079,95,Usuario
63626,94294,18876,4,SO
29040,76410,7540,86,Usuario
