27409,4359,2493,27,Usuario
26079,2617,5758,97,Usuario
88791,1052,4281,18,Usuario
60299,4873,9503,74,Usuario
61983,940,2370,59,Usuario
78770,1915,8230,25,Usuario
8108,2170,2754,3,SO
76119,1111,8427,32,Usuario
34634,1001,7055,36,Usuario
36002,719,7507,91,Usuario
26811,681,7191,88,Usuario
59090,4016,3435,39,Usuario
9669,563,7000,62,Usuario
82830,2422,3575,90,Usuario
29513,1787,7105,87,Usuario
38136,2871,4782,12,SO
34873,1823,8286,17,Usuario
19432,4847,6004,79,Usuario
62969,3920,3632,12,SO
54104,2871,2421,11,SO
58844,2972,8316,88,Usuario
4418,4547,5155,58,Usuario
33463,2169,3790,33,Usuario
89658,1693,7166,68,Usuario
52507,810,4620,43,Usuario
99476,1548,9549,22,Usuario
42133,2919,2861,76,Usuario
70841,3231,9010,82,Usuario
88348,4006,3336,32,Usuario
19106,1761,4600,54,Usuario
68082,2195,4622,64,Usuario
21502,1798,6130,81,Usuario
16604,1730,9279,46,Usuario
63655,4883,4552,20,Usuario
49173,2010,3411,24,Usuario
64337,4505,6559,99,Usuario
6091,4254,5810,48,Usuario
85358,3689,7787,90,Usuario
39306,2023,6939,98,Usuario
54322,3911,5843,68,Usuario
35426,2788,5748,51,Usuario
83888,4704,7096,94,Usuario
57917,1183,2337,82,Usuario
61623,2055,7341,18,Usuario
13320,3861,6806,23,Usuario
37561,865,2835,38,Usuario
88067,4498,2513,65,Usuario
83731,3867,8179,32,Usuario
72641,2815,3439,56,Usuario
12203,2200,8653,84,Usuario
87839,1068,9547,6,SO
74794,1972,3201,27,Usuario
65497,4142,9055,88,Usuario
34039,1132,3572,65,Usuario
46517,920,4369,96,Usuario
91625,903,5426,42,Usuario
10287,3713,4096,99,Usuario
43643,2717,4956,1,SO
68883,1552,8802,76,Usuario
24120,2345,5538,28,Usuario
54509,1480,3678,98,Usuario
96552,936,9541,98,Usuario
11866,4172,7423,27,Usuario
51180,2661,9570,72,Usuario
67587,702,2612,89,Usuario
48292,2963,4228,50,Usuario
37974,1844,6018,93,Usuario
27509,1348,7203,29,Usuario
78819,4175,6748,45,Usuario
16218,1623,8794,46,Usuario
35321,4091,4909,1,SO
13863,3804,7401,10,SO
98144,2551,9893,29,Usuario
23713,860,6703,36,Usuario
60628,998,2250,85,Usuario
20541,3866,2845,66,Usuario
23068,1231,7181,90,Usuario
37397,4652,6561,81,Usuario
64638,3214,6998,20,Usuario
40266,3347,7290,48,Usuario
36637,3498,9216,45,Usuario
43905,766,6539,8,SO
18706,2624,2232,52,Usuario
32041,4304,6065,49,Usuario
89426,3599,9940,57,Usuario
10797,641,6787,7,SO
63484,4857,3305,94,Usuario
77250,3618,8092,67,Usuario
99300,2261,9880,66,Usuario
13601,664,4782,62,Usuario
77624,2116,9456,60,Usuario
17257,948,9494,72,Usuario
64941,1423,4054,68,Usuario
93979,1441,6844,86,Usuario
41267,2757,3905,65,Usuario
17975,2546,7533,96,Usuario
19776,2721,8232,31,Usuario
14818,4153,3153,42,Usuario
13906,1263,6050,58,Usuario
89578,1097,2610,39,Usuario
70042,3403,5225,68,Usuario
74926,4585,7886,60,Usuario
70754,3363,8579,98,Usuario
52244,3265,2820,35,Usuario
61257,1065,5073,27,Usuario
49027,2741,7149,25,Usuario
99709,2722,9873,60,Usuario
53483,2631,8480,48,Usuario
86889,979,4905,74,Usuario
70555,4514,6184,9,SO
9474,3201,2008,23,Usuario
66905,1781,8925,44,Usuario
40243,969,5679,44,Usuario
9535,4794,3747,20,Usuario
34842,729,5267,97,Usuario
93892,3002,7927,30,Usuario
91549,2603,5339,74,Usuario
16827,3846,2305,6,SO
16559,561,9211,90,Usuario
82927,4611,5921,13,SO
97837,1807,2602,68,Usuario
2438,841,6276,32,Usuario
15322,1473,3560,99,Usuario
90787,1984,9942,41,Usuario
29228,3436,7309,3,SO
63232,1557,7092,41,Usuario
88522,1649,3143,94,Usuario
59616,4777,7271,4,SO
92801,3226,8310,74,Usuario
7661,3870,2838,23,Usuario
18310,3180,5493,14,SO
26925,3879,3086,1,SO
4824,2994,8751,55,Usuario
70759,4146,6621,8,SO
16823,3529,5552,21,Usuario
29193,553,7361,79,Usuario
28378,4385,6816,2,SO
80848,3084,8978,51,Usuario
53353,1633,9449,38,Usuario
72449,1579,8116,32,Usuario
41098,4343,5179,56,Usuario
25251,520,9204,22,Usuario
40530,2658,4241,77,Usuario
6192,811,5024,41,Usuario
61542,2103,8978,96,Usuario
76864,2160,9395,11,SO
56439,1568,4236,37,Usuario
84067,687,2325,60,Usuario
93309,1259,6021,90,Usuario
33895,4221,9360,19,Usuario
8726,3969,6804,47,Usuario
17639,3374,7459,49,Usuario
65525,4402,8919,44,Usuario
94175,3569,7856,36,Usuario
2696,4054,7003,42,Usuario
56581,3420,5157,67,Usuario
21413,1194,7914,26,Usuario
10617,1771,6907,91,Usuario
73463,3727,2096,77,Usuario
49441,1578,2223,28,Usuario
93523,3109,7196,34,Usuario
11819,3708,7521,24,Usuario
58489,1206,2187,54,Usuario
22133,1850,9937,39,Usuario
25209,764,8400,85,Usuario
5200,1889,8325,91,Usuario
18213,4802,7838,25,Usuario
10496,648,8336,35,Usuario
24224,1541,3500,69,Usuario
79145,2679,9262,86,Usuario
59036,4643,2284,70,Usuario
52701,3970,3926,64,Usuario
82007,4633,7516,78,Usuario
4045,3620,8178,23,Usuario
9772,4033,6869,58,Usuario
81037,4660,6678,61,Usuario
66986,4904,9361,15,SO
8398,4096,3178,9,SO
15430,2727,7066,61,Usuario
66132,3805,7478,1,SO
82576,2770,5753,16,Usuario
9214,4779,8414,98,Usuario
73119,1048,6401,94,Usuario
72539,2826,5324,54,Usuario
37120,1929,8991,18,Usuario
77570,1568,8314,98,Usuario
56722,2840,9295,25,Usuario
51011,2590,3203,87,Usuario
34356,3268,8162,10,SO
24469,3701,9437,29,Usuario
20730,795,4232,70,Usuario
38126,2558,4598,35,Usuario
56528,4328,5991,39,Usuario
63848,4492,4424,69,Usuario
69538,2376,7471,18,Usuario
94285,1536,6112,94,Usuario
35989,1900,2341,71,Usuario
50726,4595,5824,59,Usuario
92062,1461,6712,94,Usuario
97967,1051,3300,90,Usuario
50882,988,6218,37,Usuario
37326,1672,6268,4,SO
98790,650,9862,73,Usuario
4543,4212,4538,71,Usuario
83957,836,3424,64,Usuario
89418,3289,6962,3,SO
71362,1405,8783,14,SO
68795,2859,5290,9,SO
87604,4441,9384,85,Usuario
89799,3860,5183,17,Usuario
92427,1826,5467,53,Usuario
99901,2786,5198,30,Usuario
19858,4421,8225,44,Usuario
61541,3585,5090,87,Usuario
74120,2629,3924,51,Usuario
34235,2593,4938,30,Usuario
59682,2380,7745,54,Usuario
30537,3449,3419,43,Usuario
40957,4906,8891,89,Usuario
14344,2092,3216,34,Usuario
38547,2551,9232,43,Usuario
33545,717,5540,42,Usuario
46854,1088,8425,2,SO
45592,4614,8480,2,SO
55577,1291,3507,2,SO
74957,1737,8088,42,Usuario
41844,2786,7685,17,Usuario
82269,776,4049,24,Usuario
66840,1296,6811,60,Usuario
96490,2473,3576,42,Usuario
98283,3873,3958,50,Usuario
37000,2106,9148,88,Usuario
21169,2942,2159,69,Usuario
57640,2785,8824,45,Usuario
12707,2418,7318,22,Usuario
23066,4644,4421,6,SO
40596,3698,8040,61,Usuario
2273,2831,9494,36,Usuario
25475,3770,8234,1,SO
2925,3432,9013,16,Usuario
50135,1312,9932,52,Usuario
41631,1091,5731,95,Usuario
48973,4515,2827,80,Usuario
83289,2693,8961,28,Usuario
88058,4371,7679,38,Usuario
56435,853,9177,8,SO
10343,3402,8538,59,Usuario
55400,863,2885,70,Usuario
30795,519,9310,26,Usuario
90687,2179,8588,83,Usuario
29389,2446,9363,45,Usuario
54394,512,3726,30,Usuario
92375,2066,5121,62,Usuario
9287,1307,8516,48,Usuario
39111,670,8532,43,Usuario
4697,4129,9327,97,Usuario
45466,4518,9577,15,SO
90443,827,4333,71,Usuario
56731,2257,6972,79,Usuario
88678,2278,7851,99,Usuario
11939,4095,9281,22,Usuario
60849,3026,9754,75,Usuario
87479,3014,6228,10,SO
36093,4572,3880,6,SO
88468,4722,4784,88,Usuario
30950,2191,7277,43,Usuario
72266,4219,8608,80,Usuario
73368,3948,6673,36,Usuario
71695,659,7000,77,Usuario
97188,3831,6672,81,Usuario
74428,3977,5410,32,Usuario
4589,596,2739,38,Usuario
26638,2556,7794,60,Usuario
76276,3161,4458,38,Usuario
5749,2779,4544,75,Usuario
70506,3484,4493,72,Usuario
3298,4299,4851,54,Usuario
68600,2313,5750,43,Usuario
86158,4029,2029,46,Usuario
6833,4003,8194,29,Usuario
34226,2794,3993,34,Usuario
14936,3827,6547,25,Usuario
63426,2703,9257,81,Usuario
80378,803,3739,49,Usuario
88578,3734,7727,47,Usuario
22157,915,4130,5,SO
72090,1804,9624,61,Usuario
7859,2663,5281,22,Usuario
24563,815,2846,98,Usuario
77986,3075,8191,80,Usuario
78753,3076,4885,33,Usuario
91498,4875,6116,10,SO
58042,2060,3856,38,Usuario
64742,526,3646,56,Usuario
33702,2441,8084,10,SO
26405,2337,8504,75,Usuario
50303,1048,7696,94,Usuario
57688,3197,9648,23,Usuario
48960,2722,3268,47,Usuario
20330,578,7356,22,Usuario
4467,1530,2306,44,Usuario
39407,990,7056,40,Usuario
5181,724,4115,88,Usuario
10334,940,2205,98,Usuario
12990,2830,4698,75,Usuario
34318,4385,4766,10,SO
81157,4645,2024,38,Usuario
92348,1974,6245,16,Usuario
91475,706,5257,97,Usuario
74015,1661,6488,90,Usuario
15822,1611,8438,53,Usuario
55825,1086,3622,63,Usuario
61510,2228,6608,53,Usuario
36573,1881,6251,3,SO
38947,1401,3197,57,Usuario
43500,2781,7469,55,Usuario
60831,4768,5673,25,Usuario
52954,4922,6167,11,SO
58102,3585,8055,39,Usuario
76773,1550,8270,34,Usuario
54907,3272,3297,61,Usuario
64082,2978,7333,2,SO
80724,3940,3519,80,Usuario
85842,4176,9711,3,SO
55256,3398,9809,66,Usuario
92686,2287,5280,96,Usuario
8895,2051,3497,21,Usuario
2890,3835,5854,63,Usuario
71330,3114,2684,76,Usuario
71982,3469,7553,76,Usuario
83754,1459,2864,66,Usuario
30621,4423,9669,32,Usuario
9572,3967,5255,78,Usuario
9720,1664,7254,7,SO
83343,4539,2181,25,Usuario
3631,3693,7852,51,Usuario
55274,4717,6895,61,Usuario
9489,2543,7413,92,Usuario
87976,2970,5427,40,Usuario
33869,2146,2800,39,Usuario
88771,4988,7472,30,Usuario
14883,3016,7659,27,Usuario
24940,1412,3292,78,Usuario
63154,4745,9746,99,Usuario
86072,3487,7683,41,Usuario
99015,2726,6400,79,Usuario
82137,2006,3146,14,SO
55717,1064,2750,94,Usuario
78302,3094,5086,74,Usuario
47863,4568,4883,95,Usuario
57492,4874,7906,51,Usuario
92172,1888,4862,63,Usuario
81916,1825,9508,66,Usuario
21441,3419,5901,78,Usuario
39714,2555,7833,27,Usuario
